part_idx,part_name,part_title,persistent_id,stage,module,kind,name,gui_name,value,ui_control,extra
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,evaDistance,-,5,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,startEventGUIName,-,Close Shroud,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,endEventGUIName,-,Open Shroud,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,actionGUIName,-,Toggle Shroud,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,defaultActionGroup,-,None,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,allowManualControl,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,allowAnimationWhileShielded,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,deployPercent,Deploy Limit,100,UI_FloatRange,min=0 max=100 step=1 guiActive=True editor=True
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,revClampDirection,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,revClampSpeed,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,revClampPercent,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,allowDeployLimit,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,restrictedNode,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,disableAfterPlaying,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,animationIsDisabled,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,useMultipleDragCubes,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,moduleID,-,genericAnim,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,stagingEnabled,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,stagingToggleEnabledEditor,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,stagingToggleEnabledFlight,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,stagingEnableText,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,stagingDisableText,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,overrideStagingIconIfBlank,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,moduleIsEnabled,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,upgradesApply,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,upgradesAsk,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,FIELD,showUpgradesInModuleInfo,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleAnimateGeneric,ACTION,ToggleAction,Toggle Shroud,active,-,-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,MODULE,ModuleCommand,Command,enabled=True isEnabled=True,-,engineID=-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,EVENT,ToggleControlPointVisual,Show Control Point Visual,inactive,-,guiActive=False unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,EVENT,ChangeControlPoint,Control Point: Forward,active,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,EVENT,MakeReference,Control From Here,active,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,EVENT,RenameVessel,Rename Vessel,active,-,guiActive=True unfocused=False uncommand=True
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,EVENT,ToggleStaging,Disable Staging,active,-,guiActive=False unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,commNetSignal,Comm Signal,NA,UI_Label, guiActive=True editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,commNetFirstHopDistance,Comm First Hop Dist,NA,UI_Label, guiActive=True editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,controlSrcStatusText,Command State,Operational,UI_Label, guiActive=True editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,hasHibernation,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,hibernation,Hibernation,False,UI_Toggle,toggle(on=#autoLOC_6001074;off=#autoLOC_6001073) guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,hibernationMultiplier,-,0.01,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,hibernateOnWarp,Hibernate in Warp,False,UI_Toggle,toggle(on=#autoLOC_7001000;off=#autoLOC_7001001) guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,requiresPilot,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,remoteControl,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,requiresTelemetry,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,minimumCrew,-,0,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,defaultControlPointDisplayName,-,Forward,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,activeControlPointName,-,_default,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,stagingEnabled,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,stagingToggleEnabledEditor,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,stagingToggleEnabledFlight,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,stagingEnableText,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,stagingDisableText,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,overrideStagingIconIfBlank,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,moduleIsEnabled,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,upgradesApply,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,upgradesAsk,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,FIELD,showUpgradesInModuleInfo,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,ACTION,MakeReferenceToggle,Control From Here,active,-,-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleCommand,ACTION,HibernateToggle,Toggle Hibernation,inactive,-,-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,MODULE,ModuleSAS,SAS,enabled=True isEnabled=True,-,engineID=-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,EVENT,ToggleStaging,Disable Staging,active,-,guiActive=False unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,SASServiceLevel,-,3,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,CommandModuleIndex,-,-1,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,RequireCrew,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,standalone,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,standaloneToggle,SAS,True,UI_Toggle,toggle(on=#autoLOC_6001074;off=#autoLOC_6001073) guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,standaloneStateText,State,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,stagingEnabled,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,stagingToggleEnabledEditor,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,stagingToggleEnabledFlight,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,stagingEnableText,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,stagingDisableText,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,overrideStagingIconIfBlank,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,moduleIsEnabled,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,upgradesApply,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,upgradesAsk,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleSAS,FIELD,showUpgradesInModuleInfo,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,MODULE,ModuleScienceExperiment,Science Experiment,enabled=True isEnabled=True,-,engineID=-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,DeployExperiment,Crew Report,active,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,CollectDataExternalEvent,Take Data,inactive,-,guiActive=False unfocused=True uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,ReviewDataEvent,Review Report,inactive,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,ResetExperiment,Discard Crew Report,inactive,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,DeployExperimentExternal,Crew Report,inactive,-,guiActive=False unfocused=True uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,ResetExperimentExternal,Discard Crew Report,inactive,-,guiActive=False unfocused=True uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,CleanUpExperimentExternal,Restore,inactive,-,guiActive=False unfocused=True uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,TransferDataEvent,Transfer Data,inactive,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,EVENT,ToggleStaging,Experiment: Disable Staging,active,-,guiActive=False unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,experimentID,-,crewReport,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,experimentActionName,-,Crew Report,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,resetActionName,-,Discard Crew Report,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,reviewActionName,-,Review Report,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,useStaging,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,useActionGroups,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,hideUIwhenUnavailable,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,rerunnable,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,resettable,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,resettableOnEVA,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,hideFxModuleUI,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,transmitWarningText,-,Transmitting this experiment will render this module inoperable.  Restoring functionality will require a Scientist.,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,collectWarningText,-,Removing the experiment data will render this module inoperable.  Restoring functionality will require a Scientist.,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,resourceToReset,-,ElectricCharge,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,resourceResetCost,-,1,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,xmitDataScalar,-,1,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,scienceValueRatio,-,1,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,showScienceValueRatio,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,dataIsCollectable,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,collectActionName,-,#autoLOC_238018,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,interactionRange,-,1.5,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,usageReqMaskInternal,-,1,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,usageReqMaskExternal,-,-1,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,availableShielded,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,deployableSeated,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,requiresInventoryPart,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,requiredInventoryPart,-,evaScienceKit,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,requiresEVASituation,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,dialogDelay,-,0,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,extraResultString,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,Deployed,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,Inoperable,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,usageReqMessage,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,cooldownTimer,-,0,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,cooldownToGo,-,0,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,cooldownString,Must wait,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,stagingEnabled,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,stagingToggleEnabledEditor,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,stagingToggleEnabledFlight,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,stagingEnableText,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,stagingDisableText,-,-,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,overrideStagingIconIfBlank,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,moduleIsEnabled,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,upgradesApply,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,upgradesAsk,-,True,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,FIELD,showUpgradesInModuleInfo,-,False,UI_Label, guiActive=False editor=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,ACTION,DeployAction,Crew Report,active,-,-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceExperiment,ACTION,ResetAction,Discard Crew Report,active,-,-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceContainer,MODULE,ModuleScienceContainer,Science Container,enabled=True isEnabled=True,-,engineID=-
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceContainer,EVENT,StoreDataExternalEvent,Store Experiments (0),inactive,-,guiActive=False unfocused=True uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceContainer,EVENT,CollectDataExternalEvent,Take Data (0),inactive,-,guiActive=False unfocused=True uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceContainer,EVENT,TransferDataEvent,Container: Transfer Data,inactive,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceContainer,EVENT,CollectAllEvent,Container: Collect All,inactive,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceContainer,EVENT,ReviewDataEvent,Review Stored Data (0),inactive,-,guiActive=True unfocused=False uncommand=False
0,TE.18.DRAGONV2.POD,Crew Dragon,3067039310,0,ModuleScienceContainer,EVENT,ToggleStaging,Disable Staging,active,-,guiActive=False unfocused=False uncommand=False
